timestamp,elapsed_sec,source,voltage,current,power,percentage,pcb_temp,cpu_temp,pitch,rotation,motor_left,motor_right,mag_x,mag_y,mag_z,robot_server_ping,client_server_ping,local_controller,follow_mode,button,cmd_speed,cmd_rotation,cmd_cam_angle,cmd_cam_stable,cmd_force_rpi
1778637734.965198,0.13538289070129395,/rb23/battery,12.260000228881836,0.550000011920929,6.760000228881836,90.5,,,,,,,,,,,,,,,,,,,
1778637734.9658535,0.13603830337524414,/rb23/temperatures,,,,,43.81999969482422,67.19999694824219,,,,,,,,,,,,,,,,,
1778637734.9659505,0.13613533973693848,/rb23/drive_status,,,,,,,-0.009999999776482582,17.579999923706055,6.639999866485596,5.579999923706055,,,,,,,,,,,,,
1778637734.9660344,0.13621926307678223,/rb23/magnetometer,,,,,,,,,,,-4536.0,-357.0,-2621.0,,,,,,,,,,
1778637734.9661233,0.1363081932067871,/rb23/connection_status,,,,,,,,,,,,,,142.9600067138672,111.52999877929688,False,False,0,,,,,
1778637734.966219,0.13640379905700684,/rb23/command_state,,,,,,,,,,,,,,,,,,,0.0,-0.0,0.0,True,False
1778637735.0659215,0.23610639572143555,/rb23/battery,12.229999542236328,0.7300000190734863,8.960000038146973,89.8499984741211,,,,,,,,,,,,,,,,,,,
1778637735.066049,0.23623394966125488,/rb23/temperatures,,,,,43.81999969482422,67.19999694824219,,,,,,,,,,,,,,,,,
1778637735.0661678,0.23635268211364746,/rb23/drive_status,,,,,,,-0.009999999776482582,17.579999923706055,6.639999866485596,5.579999923706055,,,,,,,,,,,,,
1778637735.066286,0.23647093772888184,/rb23/magnetometer,,,,,,,,,,,-4495.0,-362.0,-2601.0,,,,,,,,,,
1778637735.0663939,0.23657870292663574,/rb23/connection_status,,,,,,,,,,,,,,139.9600067138672,110.7699966430664,False,False,0,,,,,
1778637735.066504,0.23668885231018066,/rb23/command_state,,,,,,,,,,,,,,,,,,,0.0,-0.0,0.0,True,False
1778637735.1661005,0.3362853527069092,/rb23/battery,12.239999771118164,0.6499999761581421,7.929999828338623,90.12999725341797,,,,,,,,,,,,,,,,,,,
1778637735.1663008,0.3364856243133545,/rb23/temperatures,,,,,43.779998779296875,66.0999984741211,,,,,,,,,,,,,,,,,
1778637735.1664515,0.3366363048553467,/rb23/drive_status,,,,,,,-0.009999999776482582,17.579999923706055,6.639999866485596,5.579999923706055,,,,,,,,,,,,,
1778637735.1665945,0.3367793560028076,/rb23/magnetometer,,,,,,,,,,,-4522.0,-355.0,-2603.0,,,,,,,,,,
1778637735.1667356,0.33692049980163574,/rb23/connection_status,,,,,,,,,,,,,,139.8699951171875,68.91000366210938,False,False,0,,,,,
1778637735.1668797,0.3370645046234131,/rb23/command_state,,,,,,,,,,,,,,,,,,,0.0,-0.0,0.0,True,False
1778637735.265733,0.43591785430908203,/rb23/battery,12.199999809265137,0.5299999713897705,6.5,88.93000030517578,,,,,,,,,,,,,,,,,,,
1778637735.2670105,0.4371953010559082,/rb23/temperatures,,,,,43.81999969482422,65.55000305175781,,,,,,,,,,,,,,,,,
1778637735.2672775,0.43746232986450195,/rb23/drive_status,,,,,,,-0.009999999776482582,17.579999923706055,6.639999866485596,5.579999923706055,,,,,,,,,,,,,
1778637735.267533,0.43771791458129883,/rb23/magnetometer,,,,,,,,,,,-4522.0,-352.0,-2598.0,,,,,,,,,,
1778637735.2677195,0.43790435791015625,/rb23/connection_status,,,,,,,,,,,,,,139.25,72.23999786376953,False,False,0,,,,,
1778637735.267851,0.4380359649658203,/rb23/command_state,,,,,,,,,,,,,,,,,,,0.0,-0.0,0.0,True,False
1778637735.3651524,0.5353372097015381,/rb23/battery,12.170000076293945,0.5699999928474426,6.880000114440918,88.0,,,,,,,,,,,,,,,,,,,
1778637735.3656967,0.535881519317627,/rb23/temperatures,,,,,43.81999969482422,66.6500015258789,,,,,,,,,,,,,,,,,
