timestamp,elapsed_sec,topic,value
1778640504.3669057,510.6910226345062,/rb23/cam_stable,False
1778640507.41722,513.7413370609283,/rb23/cam_angle,0.10000000149011612
1778640509.6852024,516.0093193054199,/rb23/cam_angle,0.20000000298023224
1778640511.624747,517.9488639831543,/rb23/cam_stable,True
