timestamp,elapsed_sec,seq,payload_size_bytes,format,dt_since_previous_sec
1778639994.1822293,0.5063462257385254,1,13347,jpeg,
1778639994.1835158,0.5076327323913574,2,13351,jpeg,0.0012865066528320312
1778639994.1840138,0.5081307888031006,3,13351,jpeg,0.0004980564117431641
1778639994.186715,0.5108318328857422,4,13330,jpeg,0.0027010440826416016
1778639994.23692,0.5610370635986328,5,13359,jpeg,0.050205230712890625
1778639994.2896695,0.6137864589691162,6,13344,jpeg,0.0527493953704834
1778639994.3413413,0.6654582023620605,7,13338,jpeg,0.051671743392944336
1778639994.3941634,0.7182803153991699,8,13330,jpeg,0.052822113037109375
1778639994.43635,0.7604670524597168,9,13358,jpeg,0.042186737060546875
1778639994.4868014,0.8109183311462402,10,13355,jpeg,0.05045127868652344
1778639994.5450401,0.869157075881958,11,13346,jpeg,0.05823874473571777
1778639994.5876017,0.9117186069488525,12,13329,jpeg,0.04256153106689453
1778639994.646323,0.9704399108886719,13,13341,jpeg,0.058721303939819336
1778639994.696595,1.020711898803711,14,13301,jpeg,0.05027198791503906
1778639994.7430627,1.0671796798706055,15,13319,jpeg,0.04646778106689453
1778639994.7972877,1.1214046478271484,16,13356,jpeg,0.05422496795654297
1778639994.8463476,1.1704645156860352,17,13351,jpeg,0.04905986785888672
1778639994.8886523,1.2127692699432373,18,13358,jpeg,0.04230475425720215
1778639994.9432569,1.26737380027771,19,13378,jpeg,0.054604530334472656
1778639994.9872577,1.3113746643066406,20,13351,jpeg,0.044000864028930664
1778639995.0383327,1.3624496459960938,21,13350,jpeg,0.051074981689453125
1778639995.0883858,1.4125027656555176,22,13334,jpeg,0.05005311965942383
1778639995.1416328,1.465749740600586,23,13339,jpeg,0.05324697494506836
1778639995.1959293,1.5200462341308594,24,13323,jpeg,0.05429649353027344
1778639995.2466025,1.5707194805145264,25,13355,jpeg,0.05067324638366699
1778639995.2871757,1.6112926006317139,26,13334,jpeg,0.0405731201171875
1778639995.3356764,1.6597933769226074,27,13367,jpeg,0.048500776290893555
1778639995.3932981,1.7174150943756104,28,13335,jpeg,0.05762171745300293
1778639995.4381473,1.7622642517089844,29,13318,jpeg,0.04484915733337402
1778639995.5008178,1.824934720993042,30,13332,jpeg,0.06267046928405762
