variable,count,mean,median,std,min,max,p95,p99
voltage,8667,11.64491866107244,11.649999618530272,0.09202217336107692,11.210000038146973,12.100000381469728,11.789999961853027,11.84000015258789
current,8667,0.6526110525589746,0.6299999952316284,0.17957581790342292,-0.5,1.9700000286102293,0.9370000004768262,1.2633999872207655
power,8667,7.593163723365251,7.360000133514404,2.067638033178249,-5.860000133514404,22.170000076293945,10.81999969482422,14.663399925231934
percentage,8667,73.43309077818226,73.66999816894531,2.551635477091584,61.27000045776367,86.25,77.37000274658203,78.75
pcb_temp,8667,49.396978189695716,49.380001068115234,0.2465323922667599,48.86000061035156,49.93999862670898,49.79999923706055,49.84999847412109
cpu_temp,8667,68.1915486275125,68.30000305175781,0.8993248543642763,65.0,71.05000305175781,69.4000015258789,70.5
robot_server_ping,8667,147.25078692182586,142.27000427246094,51.70187743976973,138.11000061035156,1812.989990234375,153.19099731445309,192.20220245361355
client_server_ping,8667,76.07380758267696,67.1500015258789,34.03349523378432,52.18000030517578,941.7000122070312,106.64700088500976,210.43339599609376
