variable,count,mean,median,std,min,max,p95,p99
voltage,17892,12.051926013209691,12.0600004196167,0.12181763450270065,11.670000076293944,12.359999656677246,12.239999771118164,12.289999961853027
current,17892,0.5424782006428556,0.5299999713897705,0.09865676641004875,0.2300000041723251,0.959999978542328,0.7200000286102295,0.800000011920929
power,17892,6.535095014429295,6.369999885559082,1.165922074190771,2.7699999809265137,11.5,8.649999618530273,9.600000381469728
percentage,17892,84.8010614865476,84.94999694824219,3.4050763397152397,74.12999725341797,93.37000274658205,90.12999725341795,91.5199966430664
pcb_temp,17892,46.44415491463593,46.650001525878906,1.3010368405526744,43.68000030517578,48.43999862670898,48.20000076293945,48.34000015258789
cpu_temp,17892,65.78058074428388,65.55000305175781,1.102658215984033,61.70000076293945,68.8499984741211,67.75,68.30000305175781
robot_server_ping,17892,143.17594291368053,141.99000549316406,4.601825430581281,138.05999755859375,198.88999938964844,152.02999877929688,160.52450454711914
client_server_ping,17892,87.44044209230194,80.73999786376953,21.753374599966225,58.13999938964844,247.3600006103516,119.58999633789062,164.7788005065943
