variable,count,mean,median,std,min,max,p95,p99
voltage,8557,11.233100389255686,11.239999771118164,0.09197273643467821,10.710000038146973,11.5600004196167,11.369999885559082,11.40999984741211
current,8557,0.6578508820428276,0.6399999856948853,0.1715155953748695,-0.4699999988079071,1.950000047683716,0.9200000166893004,1.2100000381469729
power,8557,7.384521446783395,7.179999828338623,1.904023150465968,-5.269999980926514,20.82999992370605,10.300000190734863,13.57200027465823
percentage,8557,62.00331091337482,62.290000915527344,2.5519770979175003,47.38999938964844,71.16999816894531,65.80000305175781,67.0
pcb_temp,8557,51.362805040526005,51.34999847412109,0.07216199272099502,51.119998931884766,51.59000015258789,51.4900016784668,51.4900016784668
cpu_temp,8557,71.33255250785233,71.5999984741211,0.8310766758536415,68.30000305175781,74.3499984741211,72.69999694824219,73.25
robot_server_ping,8557,142.11096063729576,141.5,4.061978749575342,138.16000366210938,295.260009765625,147.65199584960936,155.94199951171876
client_server_ping,8557,79.15986218084113,66.94000244140625,206.371255927838,56.40999984741211,13487.9404296875,108.05999755859376,212.38160705566415
