timestamp,elapsed_sec,source,voltage,current,power,percentage,pcb_temp,cpu_temp,pitch,rotation,motor_left,motor_right,mag_x,mag_y,mag_z,robot_server_ping,client_server_ping,local_controller,follow_mode,button,cmd_speed,cmd_rotation,cmd_cam_angle,cmd_cam_stable,cmd_force_rpi
1778635753.2596793,0.03723740577697754,/rb23/battery,12.529999732971191,0.3700000047683716,4.610000133514404,98.08999633789062,,,,,,,,,,,,,,,,,,,
1778635753.2600844,0.037642478942871094,/rb23/temperatures,,,,,24.149999618530273,46.29999923706055,,,,,,,,,,,,,,,,,
1778635753.26018,0.03773808479309082,/rb23/drive_status,,,,,,,0.019999999552965164,-0.4000000059604645,0.0,0.0,,,,,,,,,,,,,
1778635753.2602682,0.0378262996673584,/rb23/magnetometer,,,,,,,,,,,-5196.0,-853.0,-2455.0,,,,,,,,,,
1778635753.2603507,0.03790879249572754,/rb23/connection_status,,,,,,,,,,,,,,142.41000366210938,68.98999786376953,False,False,0,,,,,
1778635753.2604403,0.03799843788146973,/rb23/command_state,,,,,,,,,,,,,,,,,,,0.0,-0.0,0.0,True,False
1778635753.3601654,0.13772344589233398,/rb23/battery,12.520000457763672,0.5699999928474426,7.159999847412109,97.80999755859375,,,,,,,,,,,,,,,,,,,
1778635753.361086,0.13864398002624512,/rb23/temperatures,,,,,24.200000762939453,45.75,,,,,,,,,,,,,,,,,
1778635753.36123,0.13878798484802246,/rb23/drive_status,,,,,,,0.019999999552965164,-0.4000000059604645,0.0,0.0,,,,,,,,,,,,,
1778635753.3613482,0.13890624046325684,/rb23/magnetometer,,,,,,,,,,,-5155.0,-858.0,-2442.0,,,,,,,,,,
1778635753.3614588,0.13901686668395996,/rb23/connection_status,,,,,,,,,,,,,,143.27999877929688,65.77999877929688,False,False,0,,,,,
1778635753.3615706,0.1391286849975586,/rb23/command_state,,,,,,,,,,,,,,,,,,,0.0,-0.0,0.0,True,False
1778635753.4601555,0.23771357536315918,/rb23/battery,12.5600004196167,0.6000000238418579,7.489999771118164,98.83000183105469,,,,,,,,,,,,,,,,,,,
1778635753.460968,0.2385261058807373,/rb23/temperatures,,,,,24.149999618530273,44.650001525878906,,,,,,,,,,,,,,,,,
1778635753.4610903,0.2386484146118164,/rb23/drive_status,,,,,,,0.019999999552965164,-0.4000000059604645,0.0,0.0,,,,,,,,,,,,,
1778635753.4612117,0.2387697696685791,/rb23/magnetometer,,,,,,,,,,,-5166.0,-866.0,-2435.0,,,,,,,,,,
1778635753.4613273,0.23888540267944336,/rb23/connection_status,,,,,,,,,,,,,,141.41000366210938,63.84000015258789,False,False,0,,,,,
1778635753.4614382,0.23899626731872559,/rb23/command_state,,,,,,,,,,,,,,,,,,,0.0,-0.0,0.0,True,False
1778635753.5600235,0.3375816345214844,/rb23/battery,12.460000038146973,0.699999988079071,8.710000038146973,96.13999938964844,,,,,,,,,,,,,,,,,,,
1778635753.5606914,0.33824944496154785,/rb23/temperatures,,,,,24.110000610351562,44.650001525878906,,,,,,,,,,,,,,,,,
1778635753.5608332,0.3383913040161133,/rb23/drive_status,,,,,,,0.019999999552965164,-0.4000000059604645,0.0,0.0,,,,,,,,,,,,,
1778635753.5609565,0.3385145664215088,/rb23/magnetometer,,,,,,,,,,,-5158.0,-835.0,-2437.0,,,,,,,,,,
1778635753.561079,0.338637113571167,/rb23/connection_status,,,,,,,,,,,,,,139.39999389648438,101.43000030517578,False,False,0,,,,,
1778635753.5612118,0.33876991271972656,/rb23/command_state,,,,,,,,,,,,,,,,,,,0.0,-0.0,0.0,True,False
1778635753.6603663,0.4379243850708008,/rb23/battery,12.520000457763672,0.5,6.239999771118164,97.80999755859375,,,,,,,,,,,,,,,,,,,
1778635753.6604922,0.4380502700805664,/rb23/temperatures,,,,,24.149999618530273,45.75,,,,,,,,,,,,,,,,,
1778635753.660612,0.4381701946258545,/rb23/drive_status,,,,,,,0.019999999552965164,-0.4000000059604645,0.0,0.0,,,,,,,,,,,,,
1778635753.6607218,0.4382798671722412,/rb23/magnetometer,,,,,,,,,,,-5161.0,-842.0,-2430.0,,,,,,,,,,
1778635753.660835,0.43839311599731445,/rb23/connection_status,,,,,,,,,,,,,,140.4199981689453,56.06999969482422,False,False,0,,,,,
1778635753.6609502,0.4385082721710205,/rb23/command_state,,,,,,,,,,,,,,,,,,,0.0,-0.0,0.0,True,False
1778635753.7600422,0.5376002788543701,/rb23/battery,12.65999984741211,0.3799999952316284,4.829999923706055,100.0,,,,,,,,,,,,,,,,,,,
1778635753.7606723,0.5382304191589355,/rb23/temperatures,,,,,24.010000228881836,45.20000076293945,,,,,,,,,,,,,,,,,
1778635753.7608256,0.5383837223052979,/rb23/drive_status,,,,,,,0.019999999552965164,-0.4000000059604645,0.0,0.0,,,,,,,,,,,,,
1778635753.7609468,0.5385048389434814,/rb23/magnetometer,,,,,,,,,,,-5157.0,-845.0,-2437.0,,,,,,,,,,
1778635753.761072,0.5386300086975098,/rb23/connection_status,,,,,,,,,,,,,,140.72999572753906,99.52999877929688,False,False,0,,,,,
1778635753.7612038,0.5387618541717529,/rb23/command_state,,,,,,,,,,,,,,,,,,,0.0,-0.0,0.0,True,False
1778635753.859739,0.6372971534729004,/rb23/battery,12.59000015258789,0.4699999988079071,5.940000057220459,99.66000366210938,,,,,,,,,,,,,,,,,,,
1778635753.8601558,0.6377139091491699,/rb23/temperatures,,,,,24.149999618530273,44.650001525878906,,,,,,,,,,,,,,,,,
1778635753.860252,0.6378099918365479,/rb23/drive_status,,,,,,,0.019999999552965164,-0.4000000059604645,0.0,0.0,,,,,,,,,,,,,
1778635753.8603325,0.6378905773162842,/rb23/magnetometer,,,,,,,,,,,-5183.0,-853.0,-2445.0,,,,,,,,,,
1778635753.860409,0.6379671096801758,/rb23/connection_status,,,,,,,,,,,,,,143.85000610351562,56.95000076293945,False,False,0,,,,,
1778635753.860486,0.6380441188812256,/rb23/command_state,,,,,,,,,,,,,,,,,,,0.0,-0.0,0.0,True,False
1778635753.9599776,0.7375357151031494,/rb23/battery,12.619999885559082,0.3799999952316284,4.800000190734863,100.0,,,,,,,,,,,,,,,,,,,
1778635753.9604943,0.7380523681640625,/rb23/temperatures,,,,,24.200000762939453,44.650001525878906,,,,,,,,,,,,,,,,,
1778635753.960632,0.7381901741027832,/rb23/drive_status,,,,,,,0.019999999552965164,-0.4000000059604645,0.0,0.0,,,,,,,,,,,,,
1778635753.9607384,0.7382965087890625,/rb23/magnetometer,,,,,,,,,,,-5196.0,-850.0,-2452.0,,,,,,,,,,
1778635753.9608572,0.7384152412414551,/rb23/connection_status,,,,,,,,,,,,,,142.0399932861328,62.88999938964844,False,False,0,,,,,
1778635753.96098,0.7385380268096924,/rb23/command_state,,,,,,,,,,,,,,,,,,,0.0,-0.0,0.0,True,False
1778635754.0598645,0.8374226093292236,/rb23/battery,12.729999542236328,0.28999999165534973,3.7300000190734863,100.0,,,,,,,,,,,,,,,,,,,
1778635754.0599911,0.8375492095947266,/rb23/temperatures,,,,,24.110000610351562,45.20000076293945,,,,,,,,,,,,,,,,,
1778635754.060611,0.8381690979003906,/rb23/drive_status,,,,,,,0.019999999552965164,-0.4000000059604645,0.0,0.0,,,,,,,,,,,,,
